hud_id,project,proj_cty,proj_st,proj_zip,fips2020,yr_pis,n_units,li_units
CTA20211003,FAIRBANK APARTMENTS,NEW HAVEN,CT,06513,09009142500,2021,121.0,121.0
CTA20211004,MAPLEVIEW TOWERS,STAMFORD,CT,06901,09001021702,2021,101.0,100.0
CTA20211005,MARKET SQUARE APARTMENTS,NEWINGTON,CT,06111,09003494400,2021,76.0,75.0
CTA20211006,MILL RIVER CROSSING (FKA FARNAM COURTS PHASE IIA 4%),NEW HAVEN,CT,06512,09009142100,2021,45.0,36.0
CTA20211007,ST. MARY PLACE,NEW LONDON,CT,06320,09011690500,2021,20.0,20.0
CTA20220001,BLOOMFIELD SPECIALTY HOUSING,BLOOMFIELD,CT,06002,09003471300,2022,38.0,38.0
CTA20220002,ENTERPRISE ABBOT APARTMENTS,WATERBURY,CT,06702,09009350101,2022,187.0,187.0
CTA20220003,FOREST COURT,FARMINGTON,CT,06085,09003460301,2022,36.0,36.0
DCB20201001,AINGER PLACE APARTMENTS,WASHINGTON,DC,20020,11001007502,2020,72.0,72.0
DCB20201002,HILLTOP APARTMENTS,WASHINGTON,DC,20019,11001007807,2020,106.0,96.0
DCB20201003,JUBILEE MAYCROFT,WASHINGTON,DC,20009,11001002802,2020,64.0,64.0
DCB20201006,SOUTH CAPITOL MULTIFAMILY BLDG.,WASHINGTON,DC,20032,11001009807,2020,195.0,195.0
DCB20202001,555 E STREET APARTMENTS,WASHINGTON,DC,20024,11001010202,2020,194.0,58.0
DCB20202002,CAPITOL VISTA,WASHINGTON,DC,20001,11001004702,2020,104.0,104.0
DCB20202004,FORTITUDE AT DELTA TOWERS,WASHINGTON,DC,20002,11001008802,2020,179.0,179.0
DCB20202007,WOODBERRY VILLAGE APARTMENTS,WASHINGTON,DC,20020,11001007403,2020,190.0,190.0
DCB20210001,MILLS PLACE APARTMENTS,WASHINGTON,DC,20018,11001009301,2021,61.0,61.0
DCB20211002,LIVINGSTON PLACE AT SOUTHERN AVENUE,WASHINGTON,DC,20032,11001009811,2021,152.0,152.0
DCB20211003,SPRING FLATS SENIOR 4%,WASHINGTON,DC,20010,11001002503,2021,43.0,43.0
DCB20211005,TRIO AT STANTON SQUARE,WASHINGTON,DC,20020,11001007401,2021,121.0,121.0
DCB20220001,SPRING FLATS FAMILY,WASHINGTON,DC,20010,11001002503,2022,58.0,58.0
FLA20200002,PETERBOROUGH,ST PETERSBURG,FL,33716,12103021502,2020,150.0,150.0
FLA20200003,BANYAN RESERVE SENIOR,LAKELAND,FL,33805,12105011203,2020,139.0,139.0
FLA20200004,CENTRAL LANDINGS AT TOWN CENTER,PALM COAST,FL,32164,12035060208,2020,150.0,150.0
FLA20200005,CENTRAL LANDINGS AT TOWN CENTER SENIOR LIVING,PALM COAST,FL,32164,12035060208,2020,83.0,83.0
FLA20200012,OSPREY POINTE - PASCO,DADE CITY,FL,33525,12101032602,2020,110.0,110.0
FLA20200013,PALMS AT TOWN CENTER,PALM COAST,FL,32164,12035060213,2020,88.0,88.0
FLA20200014,PALOS VERDES,KISSIMMEE,FL,34746,12097040901,2020,120.0,120.0
FLA20200016,REGATTA PLACE,MIAMI,FL,33142,12086001702,2020,108.0,108.0
FLA20200017,VISTA 17 AT CERVANTES,PENSACOLA,FL,32501,12033000400,2020,72.0,72.0
FLA20200019,WAVES,JACKSONVILLE BEACH,FL,32250,12031014204,2020,127.0,127.0
FLA20210004,EMERALD PALMS,DANIA BEACH,FL,33314,12011080403,2021,318.0,318.0
FLA20210016,SYDNEY TRACE,JACKSONVILLE,FL,32222,12031013728,2021,192.0,192.0
FLA20220002,BRISAS DEL ESTE II,MIAMI,FL,33142,12086002404,2022,120.0,120.0
FLA20220007,GALLERY ON THE RIVER,MIAMI,FL,33128,12086003606,2022,160.0,64.0
FLA20220012,LANDON PRESERVE,BRANDON,FL,33509,12057013307,2022,230.0,230.0
FLA20220014,NORTHSIDE TRANSIT VILLAGE II,MIAMI,FL,33147,12086000903,2022,180.0,180.0
GAA20211011,DALLAS MANOR,DALLAS,GA,30132-4807,13223120305,2021,40.0,40.0
GAA20211027,HOLLYWOOD SHAWNEE APARTMENTS,ATLANTA (FULTON),GA,30318-3963,13121008601,2021,0.0,0.0
GAA20211040,SPRING GROVE APARTMENTS,ROME,GA,30165-1997,13115001302,2021,80.0,80.0
GAA20220008,COUNTRY GROVE,MONROE,GA,30655-3100,13297110400,2022,47.0,47.0
GAA20220011,EAST ORCHARD ELDERLY,HARTWELL,GA,30643-1487,13147960503,2022,24.0,24.0
GAA20220029,ORCHARD HILL LANDING,MILLEDGEVILLE,GA,31061-2578,13009970201,2022,171.0,166.0
HIA20200001,HALE MAHAOLU EWALU PHASE II,PUKALANI,HI,96768,15009030406,2020,22.0,22.0
HIA20200003,NOHONA HALE,HONOLULU,HI,96813,15003003801,2020,111.0,110.0
HIA20201001,KAHULUI LANI I,KAHULUI,HI,96732,15009031900,2020,82.0,81.0
HIA20201002,KAIWAHINE VILLAGE PHASE 1 + 2,KIHEI,HI,96753,15009030705,2020,120.0,118.0
HIA20201004,KULIA AT HO OPILI,EWA BEACH,HI,96706,15003008627,2020,120.0,119.0
HIA20201005,MOHOULI HEIGHTS SENIOR NEIGHBORHOOD PHASE 3,HILO,HI,96720,15001020802,2020,93.0,92.0
HIA20202002,HALE MOENA KUPUNA (AKA KULANA HALE AT KAPOLEI),KAPOLEI,HI,96707,15003011500,2020,154.0,153.0
HIA20211001,HALE MOENA OHANA (AKA KAPOLEI MIXED USE DEVELOPMENT PHASE II),KAPOLEI,HI,96707,15003011500,2021,143.0,142.0
IAA20200008,NORTH BAY,FAIRFIELD,IA,52556-3848,19101090400,2020,24.0,24.0
IAA20201008,LINDEN PLACE APARTMENTS,NEWTON,IA,50208-5066,19099040500,2020,80.0,80.0
ILA20200003,GARDEN HOUSE OF MAYWOOD,MAYWOOD,IL,60153,17031817500,2020,145.0,145.0
ILA20200006,LINCOLNWOOD ESTATES,SPRINGFIELD,IL,62702,17167000600,2020,28.0,28.0
ILA20210004,NORTHPOINT APARTMENTS,CHICAGO,IL,60626,17031010100,2021,0.0,302.0
ILA20210009,UNIVERSAL CITY APARTMENTS,CHICAGO,IL,60617,17031510300,2021,159.0,159.0
ILA20220003,BARWELL MANOR,WAUKEGAN,IL,60085,17097862300,2022,120.0,120.0
ILA20220004,CIRCLE PARK APARTMENTS,CHICAGO,IL,60607,17031283100,2022,418.0,418.0
ILA20220005,COUNTRY CLUB HEIGHTS,QUINCY,IL,62301,17001001100,2022,175.0,175.0
ILA20220014,GALESBURG TOWERS,GALESBURG,IL,61401,17095000400,2022,123.0,123.0
ILA20220016,GROVE SENIOR LIVING,DOWNERS GROVE,IL,60515,17043844402,2022,269.0,269.0
ILA20220023,PONTIAC TOWERS,PONTIAC,IL,61764,17105960500,2022,100.0,103.0
ILA20220027,SOUTHERN HILLS-ORLANDO APARTMENTS,DECATUR,IL,62526,17115002904,2022,210.0,211.0
ILA20220040,HEIWA TERRACE,CHICAGO,IL,60640,17031031300,2022,203.0,203.0
ILA20220042,MORNINGSIDE COURT APARTMENTS,CHICAGO,IL,60626,17031010501,2022,170.0,170.0
ILA20220047,SCHILLER PLACE,CHICAGO,IL,60642,17031842200,2022,40.0,40.0
ILA20220051,THE TERRACE APARTMENTS,ROCKFORD,IL,61103,17201003604,2022,128.0,128.0
INA20200010,SILVER BIRCH AT COOK RD.,FORT WAYNE,IN,46818,18003010604,2020,119.0,119.0
INA20200016,UNION AT CRESCENT,BLOOMINGTON,IN,47404,18105000601,2020,146.0,146.0
INA20202166,AMBER WOODS III,INDIANAPOLIS,IN,46235,18097360406,2020,50.0,50.0
INA20202170,BRIARWOOD APARTMENTS OF LAFAYETTE,LAFAYETTE,IN,47905,18157001701,2020,100.0,100.0
INA20202173,HELLENIC SENIOR LIVING OF MISHAWAKA,MISHAWAKA,IN,46544,18141010600,2020,136.0,136.0
INA20202176,LAKE MEADOWS ASSISTED LIVING,FISHERS,IN,46037,18057110821,2020,123.0,123.0
INA20202177,LIMESTONE CROSSING APARTMENTS,BLOOMINGTON,IN,47403,18105000401,2020,208.0,208.0
INA20202180,OLD SHELBY HIGH APARTMENTS,SHELBYVILLE,IN,46176,18145710602,2020,49.0,49.0
INA20202182,RA PRESERVATION 1,SCATTERED,IN,46804,18003011603,2020,224.0,224.0
INA20210002,CEDAR GLEN APARTMENTS,SOUTH BEND,IN,46615,18141001400,2021,179.0,179.0
INA20210011,REGENCY PARK APARTMENTS PHASE 1,INDIANAPOLIS,IN,46227,18097380700,2021,68.0,68.0
INA20210013,REGENCY PARK APARTMENTS PHASE 3,INDIANAPOLIS,IN,46227,18097380700,2021,48.0,48.0
INA20210015,REGENCY PARK APARTMENTS PHASE 4,INDIANAPOLIS,IN,46227,18097380700,2021,42.0,42.0
INA20210017,VIVERA SENIOR LIVING OF COLUMBUS,COLUMBUS,IN,47201,18005010800,2021,114.0,114.0
INA20211163,BLOOMINGTON RAD 1,BLOOMINGTON,IN,47404,18105000700,2021,116.0,116.0
INA20220005,CARRIAGE HOUSE KENDALLVILLE,KENDALLVILLE,IN,46755,18113971900,2022,150.0,150.0
INA20220011,GLASSWATER CREEK OF WHITESTOWN,WHITESTOWN,IN,45075,18011810607,2022,126.0,126.0
INA20220018,JUSTUS & GREYSTONE 4%,SCATTERED,IN,46550,18039001200,2022,212.0,212.0
INA20220023,KHA RAD I,KOKOMO,IN,46901,18067000400,2022,325.0,335.0
INA20220025,MONON CROSSING,NEW ALBANY,IN,47150,18043070902,2022,240.0,240.0
INA20220030,PEPPERMILL FARMS APARTMENTS,INDIANAPOLIS,IN,46226,18097330900,2022,0.0,160.0
INA20220034,RICHLAND APARTMENTS,ELLETTSVILLE,IN,47429,18105001303,2022,161.0,161.0
INA20220035,SWEET GALILEE AT THE WIGWAM,ANDERSON,IN,46016,18095011900,2022,125.0,130.0
INA20220038,THE RESERVE AT WHITE RIVER,INDIANAPOLIS,IN,46222,18097340600,2022,210.0,210.0
INA20220041,UNION AT 16TH,INDIANAPOLIS,IN,46222,18097341200,2022,0.0,159.0
INA20220046,UPTOWN EAST,VALPARAISO,IN,46383,18127050902,2022,119.0,119.0
INA20220048,VIVERA SENIOR LIVING OF JEFFERSONVILLE,JEFFERSONVILLE,IN,47130,18019050200,2022,130.0,130.0
INA20220050,WC MOVING FORWARD RD 4%,SCATTERED,IN,46919,18103952600,2022,78.0,78.0
INA20220102,JUSTUS AND GREYSTONE 4%,SCATTERED,IN,46550,18039001200,2022,288.0,288.0
KSA20210014,TOWN HOUSE HOTEL,KANSAS CITY,KS,66101,20209042900,2021,30.0,130.0
KSA20211002,HARMONY HEIGHTS FORMERLY SUNRISE TOWER OR CENTRAL PARK TOWERS,KANSAS CITY,KS,66102,20209042002,2021,195.0,195.0
MAB20200001,ASHMONT TOD,BOSTON,MA,02124,25025100400,2020,74.0,66.0
MAB20200002,BC HIGHLAND GLENN,WESTWOOD,MA,02090,25021412100,2020,180.0,162.0
MAB20200004,BH EHT,SPRINGFIELD,MA,01109,25013801700,2020,61.0,61.0
MAB20200005,BOSTON STREET,SALEM,MA,01970,25009204701,2020,26.0,26.0
MAB20200006,BURBANK APTS,BOSTON,MA,02115,25025010403,2020,52.0,39.0
MAB20200007,FRUIT SEVER,WORCESTER,MA,01609,25027731500,2020,134.0,120.0
MAB20200008,GOLDA MEIER,NEWON,MA,02466,25017374400,2020,68.0,50.0
MAB20200009,HARBOR LAFAYETTE,SALEM,MA,01970,25009204300,2020,27.0,22.0
MAB20200010,JAS CONSOLIDATED,CAMBRIDGE,MA,02141,25017352600,2020,112.0,112.0
MAB20200011,JEFFERSON PARK,CAMBRIDGE,MA,02139,25017354902,2020,31.0,31.0
MAB20200012,LANDFALL,EAST BOSTON,MA,02128,25025050400,2020,111.0,106.0
MAB20200013,LYMAN TERRACE 1,HOLYOKE,MA,01040,25013811500,2020,88.0,88.0
MAB20200014,ORIENT HEIGHT PHASE 3,BOSTON,MA,02128,25025051101,2020,88.0,88.0
MAB20200015,STRATTON HILL 2,WORCESTER,MA,01606,25027730100,2020,156.0,78.0
MAB20200016,WAYNE AT BICKNELL 2,BOSTON,MA,02121,25025092400,2020,72.0,72.0
MAB20200017,WELLINGTON 2,WORCESTER,MA,01610,25027731400,2020,180.0,178.0
MAB20201006,LYMAN TERRACE 2,HOLYOKE,MA,01040,25013811700,2020,76.0,76.0
MAB20201010,SQUIRRELWOOD,CAMBRIDGE,MA,02139,25017352500,2020,88.0,78.0
MAB20201011,TALBOT COMMONS PHASE 1,BOSTON,MA,02124,25025100500,2020,40.0,40.0
MAB20201012,TANNERY,PEABODY,MA,01960,25009210800,2020,284.0,235.0
MAB20201013,WAYNE AT SCHUYLER,BOSTON,MA,02124,25025092400,2020,74.0,74.0
MAB20201015,WORCESTER COURT HOUSE,WORCESTER,MA,06108,25027731700,2020,117.0,66.0
MAB20202001,201 CANAL,LOWEL,MA,01852,25017310101,2020,125.0,39.0
MAB20202002,25 ARMORY,BOSTON,MA,02130,25025040600,2020,44.0,44.0
MAB20202003,571 REVERE STREET,BOSTON,MA,02151,25025170504,2020,51.0,32.0
MAB20202005,BROADWAY BUILDING,METHUEN,MA,01844,25009252300,2020,40.0,40.0
MAB20202006,CHANDLER,WORCESTER,MA,01609,25027731400,2020,31.0,31.0
MAB20202008,COLE APARTMENTS,WILLIAMSTOWN,MA,01267,25003920101,2020,41.0,41.0
MAB20202010,COTE VILLAGE,BOSTON,MA,02126,25025101001,2020,24.0,24.0
MAB20202011,DEPOT VILLAGE 1,HANSON,MA,02341,25023522102,2020,48.0,48.0
MAB20202013,DOWNING SQUARE,ARLINGTON,MA,02474,25017356500,2020,48.0,48.0
MAB20202015,ELIAS BROOKINGS,SPRINGFIELD,MA,01105,25013801901,2020,42.0,42.0
MAB20202016,FROST TERRACE,CAMBRIDGE,MA,01240,25017353600,2020,40.0,40.0
MAB20202018,GLEN BROOK WAY,MEDWAY,MA,02053,25021408103,2020,48.0,48.0
MAB20202019,HARBOR VILLAGE,GLOUCESTER,MA,01930,25009221500,2020,30.0,30.0
MAB20202020,LIBRARY COMMONS,HOLYOKE,MA,01040,25013811600,2020,38.0,38.0
MAB20202021,LYDIA SQUARE,ROCKLAND,MA,02370,25023502102,2020,44.0,44.0
MAB20202023,MARY D STONE,AUBURN,MA,01501,25027736500,2020,55.0,45.0
MAB20202024,NORTH COMMONS,NORTHAMPTOM,MA,01060,25015821903,2020,53.0,39.0
MAB20202025,OLD COLONY PHASE 3 A9,BOSTON,MA,02127,25025060800,2020,27.0,27.0
MAB20202026,OLD COLONY PHASE 3 B9,BOSTON,MA,02127,25025061000,2020,27.0,27.0
MAB20202027,OLMSTED GREEN PHASE 4,BOSTON,MA,02126,25025981100,2020,47.0,47.0
MAB20202032,SYCAMORE ON MAIN,BROCKTON,MA,02301,25023510900,2020,48.0,30.0
MAB20202035,TERRAPIN RIDGE,SANDWICH,MA,02537,25001013400,2020,30.0,30.0
MAB20202036,WALKER SCHOOL,TAUNTON,MA,02780,25005614101,2020,40.0,40.0
MDA20201001,FIRESIDE PARK APARTMENTS,ROCKVILLE,MD,20850,24031701001,2020,236.0,177.0
MDA20201002,GREENMOUNT AND CHASE MULTIFAMIL,BALTIMORE,MD,21202,24510100100,2020,60.0,60.0
MDA20201003,PARK SQUARE HOMES I,BALTIMORE,MD,21223,24510280600,2020,267.0,53.0
MDA20201005,SILVER PARK WEST [AKA] ORCHARD MEWS-BALTIMORE],BALTIMORE,MD,21201,24510170100,2020,101.0,101.0
MDA20201006,SILVER SPRING ARTSPACE LOFTS II,SILVER SPRING,MD,20910,24031702402,2020,68.0,68.0
MDA20201007,SPRINGFORD GARDENS APTS. (FKA) ELKTON MANOR AND SCHOOL HOUSE APTS.,PORT DEPOSIT,MD,21904,24015031201,2020,69.0,69.0
MDA20201008,VICTORY HAVEN,DAMASCUS,MD,20872,24031700208,2020,72.0,68.0
MDA20202001,IVY HILLS TOWNHOMES AND APTS,HAVRE DE GRACE,MD,21078,24025306100,2020,37.0,37.0
MDA20210001,1234 MCELDERRY,BALTIMORE,MD,21201,24510110100,2021,104.0,84.0
MDA20210010,GREENSPRING OVERLOOK APTS. [FKA] ROYAL OAKS APTS.,BALTIMORE,MD,21215,24510151300,2021,189.0,189.0
MDA20210012,J VAN STORY BRANCH APARTMENTS,BALTIMORE,MD,21218,24510120600,2021,350.0,350.0
MDA20210019,SOMERSET EXTENSION,BALTIMORE,MD,21205,24510100200,2021,64.0,64.0
MDA20210024,WILLOWS AT WINDSOR VILLAGE AND BIRCHWOOD,ELKTON,MD,21921,24015030400,2021,100.0,100.0
MDA20210025,WOODLAND AT REID TEMPLE,GLENN DALE,MD,20768,24033800408,2021,252.0,252.0
MDA20211002,CATOCTIN VIEW APTS,FREDERICK,MD,21701,24021750801,2021,76.0,76.0
MDA20211004,HENRIETTA LACKS VILLAGE III,DUNDALK,MD,21224,24005492700,2021,36.0,36.0
MDA20211006,HOLLANDAR RIDGE-PROJECT 1,BALTIMORE,MD,21224,24510260501,2021,10.0,10.0
MDA20211007,HOLLANDAR RIDGE-PROJECT 2,BALTIMORE,MD,21230,24510210100,2021,84.0,84.0
MDA20211010,OX FIBRE BRUSH FACTORY,FREDERICK,MD,21701,24021772200,2021,80.0,80.0
MDA20211011,RENAISSANCE ROW APTS,BALTIMORE,MD,21215,24510271801,2021,84.0,84.0
MDA20211012,RIVER BEND COURT,CUMBERLAND,MD,21502,24001000800,2021,77.0,77.0
MDA20211013,SILVER CREEK SENIOR LIVING/KNOWLES,KENSINGTON,MD,20895,24031703502,2021,94.0,94.0
MDA20211014,TREMONT PLACE I-II-III,WESTMINSTER,MD,21157,24013507602,2021,82.0,82.0
MDA20220002,BAUER PARK APARTMENTS,ROCKVILLE,MD,20853,24031703202,2022,142.0,142.0
MDA20220003,HAMILTON STATION,FREDERICK,MD,21230,24021772200,2022,80.0,80.0
MDA20220004,HENRIETTA LACKS VILLAGE @ LYONS HOMES II - PROJECT 1,DUNDALK,MD,21222,24005492700,2022,2.0,2.0
MDA20220005,HENRIETTA LACKS VILLAGE @ LYONS HOMES II - PROJECT 2,DUNDALK,MD,21222,24005492700,2022,88.0,79.0
MDA20220007,RESIDENCES AT PINE KNOLL [PATH],WASHINGTON,MD,21853,24039930102,2022,120.0,120.0
MDA20220008,SNOWDEN'S RIDGE APTS,SILVER SPRING,MD,20901,24031701414,2022,87.0,87.0
MDA20220010,SUITLAND SENIOR (AKA) THE LEWIS APARTMENTS,SUITLAND,MD,20745,24033801707,2022,137.0,132.0
MEA20200002,CENTRAL COMMONS,HALLOWELL,ME,04347,23011010700,2020,29.0,29.0
MEA20200003,MERICI WOODS,WATERVILLE,ME,04901,23011024202,2020,28.0,28.0
MEA20210001,BESSEY CROSSING,SCARBOROUGH,ME,04074,23005017308,2021,40.0,40.0
MEA20210002,FURMAN BLOCK,PORTLAND,ME,04101,23005000600,2021,51.0,40.0
MEA20210004,LIVERMORE TERRACE,LIVERMORE FALLS,ME,04254,23001044000,2021,25.0,25.0
MEA20211001,BELFAST ACRES ESTATES,BELFAST,ME,04915,23027043000,2021,25.0,25.0
MEA20211003,LEWIS H. EMERY APARTMENTS,WESTBROOK,ME,04092,23005002800,2021,30.0,30.0
MEA20211005,QUARRY RIDGE,FREEPORT,ME,04032,23005004502,2021,34.0,34.0
MEA20211006,THE UPLANDS,SCARBOROUGH,ME,04070,23005017305,2021,39.0,39.0
MEA20220002,HARTLAND SENIOR LIVING APARTMENTS,HARTLAND,ME,04924,23025965900,2022,30.0,24.0
MIA20201007,FRIENDSHIP MANOR,LANSING,MI,48912-0000,26065004000,2020,170.0,165.0
MIA20201014,PARK FOREST,BLACKMAN TWP,MI,49204-0000,26075000600,2020,290.0,290.0
MIA20201026,VILLAGE CENTER II,DETROIT,MI,48202-0000,26163533900,2020,54.0,54.0
MIA20210003,ARBORVIEW VILLAGE,PONTIAC,MI,48342-0000,26125142200,2021,161.0,161.0
MIA20210009,HOM FLATS AT 28 WEST,WYOMING,MI,49509-0000,26081013700,2021,226.0,118.0
MIA20210016,PINE RIDGE APARTMENTS,MARQUETTE,MI,49855-0000,26103000100,2021,140.0,140.0
MIA20211003,CENTER RIDGE ARMS,HAMPTON TWP,MI,48732-0000,26017285201,2021,100.0,100.0
MIA20211004,EASTERN ELEMENTARY APARTMENTS,GRAND RAPIDS,MI,49503-0000,26081001200,2021,50.0,35.0
MIA20211010,LAKE SUPERIOR VILLAGE,MARQUETTE,MI,49855-0000,26103000600,2021,116.0,116.0
MIA20211014,THE CREAMERY,KALAMAZOO,MI,49001-0000,26077001002,2021,48.0,39.0
MIA20211019,WILLOW VISTA APTS (4%),LANSING,MI,48906-0000,26065006800,2021,33.0,33.0
MIA20220002,CAMBRIDGE SQUARE OF FLINT APARTMENTS,FLINT,MI,48532-0000,26049010811,2022,160.0,160.0
MIA20220010,TRANSFIGURATION PLACE,DETROIT,MI,48212-0000,26163511300,2022,19.0,19.0
MIA20220012,WHETSTONE VILLAGE,MARQUETTE,MI,49855-0000,26103002801,2022,134.0,133.0
MNA20200011,WILLOW GROVE APARTMENTS,NORTH BRANCH,MN,55056,27025110302,2020,20.0,20.0
MNA20201002,AMORCE I LIMITED PARTNERSHIP,BROOKLYN PARK,MN,55443,27053026819,2020,170.0,168.0
MNA20201004,BLAINE LEASED HOUSING ASSOCIATES III LLLP,BLIANE,MN,55449,27003050816,2020,192.0,192.0
MNA20201006,CB MANKOTA HOUSING II LIMITED PARTNERSHIP,MANKOTA,MN,56001,27013170300,2020,45.0,45.0
MNA20201007,CAHILL PLACE LLLP,INVER GROVE HEIGHTS,MN,55076,27037060502,2020,40.0,40.0
MNA20201019,MADISON RENEWAL LLC,MINNEAPOLIS,MN,55404,27053005901,2020,51.0,50.0
MNA20202002,CHEROKEE PLACE,NORTH BRANCH,MN,55056,27025110301,2020,48.0,48.0
MNA20202011,OAK PARK VILLAGE APARTMENTS,ST. LOUIS PARK,MN,55426,27053122500,2020,100.0,100.0
MNA20211004,CENTURY HILLS TOWNHOMES,WHITE BEAR LAKE,MN,55110,27123040402,2021,55.0,55.0
MNA20211005,CONIFER VILLAS,BEMIDJI,MN,56601,27057070100,2021,32.0,32.0
MNA20211016,OWASSO GARDENS,ROSEVILLE,MN,55113,27123041601,2021,60.0,60.0
MNA20211019,RIVER BEND APARTMENTS AND KALEVA APARTMENTS,FERGUS FALLS,MN,56537,27111961000,2021,130.0,130.0
MNA20211021,SONDER HOUSE APARTMENTS,BROOKLYN CENTER,MN,55430,27053020304,2021,143.0,143.0
MNA20211026,VADNAIS LINCOLN,VADNAIS HEIGHTS,MN,55109,27123040606,2021,83.0,83.0
MNB20200001,EAST TOWN APARTMENTS,MINNEAPOLIS,MN,55415-0000,27053105400,2020,169.0,169.0
MNB20200007,THE REDWELL,MINNEAPOLIS,MN,55401-1019,27053126201,2020,109.0,109.0
MNB20200009,TRINITY APARTMENTS,MINNEAPOLIS,MN,55406-1902,27053108800,2020,120.0,119.0
MNB20201011,ELLIOT TWINS,MINNEAPOLIS,MN,55404-0000,27053005901,2020,184.0,184.0
MNB20201015,HOLMES GREENWAY HOUSING,MINNEAPOLIS,MN,55414-1145,27053103700,2020,54.0,54.0
MNB20201017,LAKE STREET APARTMENTS,MINNEAPOLIS,MN,55408-5169,27053007700,2020,111.0,111.0
MNB20201018,LEGENDS AT BERRY SENIOR APARTMENTS,SAINT PAUL,MN,55114-4006,27123033200,2020,241.0,241.0
MNB20201021,MINO-BIMAADIZIWIN,MINNEAPOLIS,MN,55404-0000,27053106000,2020,110.0,110.0
MNB20201022,PENN AVENUE UNION,MINNEAPOLIS,MN,55411-0000,27053102000,2020,65.0,63.0
MNB20210002,GATEWAY NORTHEAST,MINNEAPOLIS,MN,55418-0000,27053001700,2021,128.0,77.0
MNB20210004,LORING TOWERS APARTMENTS,MINNEAPOLIS,MN,55403-2689,27053105204,2021,230.0,230.0
MNB20210005,NOVA SP,SAINT PAUL,MN,55130-4425,27123031500,2021,99.0,99.0
MNB20210008,TIMBER AND TIE APARTMENTS,MINNEAPOLIS,MN,55413-5102,27053102500,2021,175.0,175.0
MNB20210009,VERDANT,SAINT PAUL,MN,55107-1816,27123037100,2021,82.0,82.0
MNB20211013,MORROW APARTMENTS,SAINT PAUL,MN,55104-3401,27123031900,2021,243.0,243.0
MNB20211014,NORTHSIDE ARTSPACE LOFTS,MINNEAPOLIS,MN,55405-5501,27053104100,2021,100.0,100.0
MNB20211018,RICE STREET FLATS,SAINT PAUL,MN,55117-5432,27123031400,2021,41.0,41.0
MNB20211023,STONEHOUSE SQUARE APARTMENTS,MINNEAPOLIS,MN,55413-1970,27053002400,2021,71.0,61.0
MNB20211028,WILDER SQUARE,ST. PAUL,MN,55104-0000,27123032400,2021,136.0,136.0
MNB20220002,BEAM,MINNEAPOLIS,MN,55411-2453,27053102100,2022,92.0,91.0
MNB20220005,PARKWAY APARTMENTS,SAINT PAUL,MN,55106-4154,27123031702,2022,60.0,60.0
MNC20200009,WSP SENIOR HOUSING I LLLP,WEST ST. PAUL,MN,55118,27037060105,2020,172.0,172.0
MNC20220001,ASTER HOUSE APARTMENTS,EAGAN,MN,55122,27037060735,2022,204.0,204.0
MOA20200004,CHIPPEWA PARK,SAINT LOUIS,MO,63118-0000,29510124100,2020,46.0,46.0
MOA20220003,DIAMOND APARTMENTS,ROLLA,MO,65401-0000,29161890302,2022,80.0,80.0
MSA20200011,PEYTON GARDENS,PEARL,MS,39208-0000,28121020602,2020,40.0,40.0
MSA20200013,SAM ESTESS ESTATES,CANTON,MS,39046-0000,28089030502,2020,40.0,40.0
MSA20200014,SOUTH CENTRAL VILLAGE OF THE ELDERLY,CLEVELAND,MS,38732-0000,28011950702,2020,61.0,60.0
MSA20200017,WESTWICK APARTMENTS,JACKSON,MS,39209-0000,28049000700,2020,200.0,200.0
MSA20210004,BAYOU ESTATES,GREENVILLE,MS,38701-0000,28151000800,2021,48.0,47.0
MSA20210005,BELMONT ROAD ESTATES,SARDIS,MS,38666-0000,28107950201,2021,48.0,48.0
MSA20210006,BLUE LAKE ESTATES,DREW,MS,38737-0000,28133950100,2021,28.0,28.0
MSA20210009,COLDWATER RIVER ROAD APARTMENS,JONESTOWN,MS,38639-0000,28027950100,2021,24.0,24.0
MSA20210010,COUNTRYSIDE APARTMENTS,HORN LAKE,MS,38637-0000,28033070324,2021,48.0,48.0
MSA20210015,HORN LAKE VILLAS,HORN LAKE,MS,38637-0000,28033070323,2021,48.0,48.0
MSA20210022,PARKWOOD APARTMENTS,STATELINE,MS,39362-0000,28041950102,2021,24.0,24.0
MSA20210023,PONTOTOC SENIOR APARTMENTS,PONTOTOC,MS,38863-0000,28115950300,2021,48.0,47.0
MSA20210026,REGENCY PLACE APARTMENTS,SUMRALL,MS,39482-0000,28073020101,2021,24.0,24.0
MSA20210028,SOUTH PARK ESTATES,GREENVILLE,MS,38701-0000,28151000800,2021,48.0,47.0
MSA20210029,SUNFLOWER RIVER APARTMENTS,SUNFLOWER,MS,38778-0000,28133950300,2021,24.0,23.0
MSA20210035,YATES STREET APARTMENTS,FRIARS POINT,MS,38631-0000,28027950100,2021,24.0,24.0
MSA20220005,CEDARHURST APARTMENTS,NATCHEZ,MS,39120-0000,28001000400,2022,30.0,30.0
MSA20220009,HAPPY DAYS APARTMENTS,CORINTH,MS,38834-0000,28003950501,2022,50.0,50.0
MSA20220010,HICKMAN HEIGHTS,JACKSON,MS,39204-0000,28049003000,2022,100.0,100.0
MSA20220012,NORTH PARK ESTATES,GULFPORT,MS,39501-0000,28047001800,2022,80.0,80.0
MSA20220013,SANDERS PLACE,HOLLANDALE,MS,38748-0000,28151002100,2022,24.0,23.0
